"TOTAL
23,070","","100.00%","","2,499","","100.00%","","25,569","","","100.00%","","",""
"BY RACE/SEX AND LOCATION","","","","","","","","","","","","","",""
"","","Black","","White","","Hispanic","","","Native American","Asian","","Data Unavailable","","TOTAL"
"LOCATION","Male","","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female",""
"MSP","3,273","","2","1,190","0","32","0","5","0","5","0","0","0","4,507"
"CMCF","1,253","","765","696","677","10","4","1","4","2","4","0","0","3,416"
"SMCI","1,549","","0","796","0","28","0","3","0","6","0","1","0","2,383"
"County Jails (approved)","706","","73","525","79","11","5","1","1","1","0","12","1","1,415"
"County Jails (unapproved)","87","","12","31","4","2","0","1","0","2","0","0","0","139"
"Private Prisons","3,679","","0","1,167","0","25","0","4","0","8","0","3","0","4,886"
"Regional Correctional Facilities","2,196","","0","852","0","18","0","1","0","6","0","1","0","3,074"
"Community Work Centers","1,028","","109","497","108","7","1","5","0","3","0","1","0","1,759"
"Community Trusties","13","","0","4","0","0","0","0","0","0","0","0","0","17"
"Pending File Review","36","","3","24","14","0","0","0","0","0","0","0","0","77"
"Court Order","163","","12","109","33","0","0","1","0","0","0","0","0","318"
"","13,983","","976","5,891","915","133","10","22","5","33","4","18","1","21,991"
"Intensive Supervison Program","549","","152","514","216","10","1","3","1","2","0","4","3","1,455"
"Earned Release Supervision","1,090","","107","426","73","5","2","3","0","1","0","0","0","1,707"
"Medical Release","4","","0","5","0","0","0","0","0","0","0","0","0","9"
"Other Custody","120","","8","115","12","30","2","0","0","3","0","3","1","294"
"At Large","69","","4","21","4","5","0","0","0","1","0","0","0","104"
"Off-Grounds Medical (Hospital)","4","","1","3","1","0","0","0","0","0","0","0","0","9"
"TOTAL","15,819","","1,248","6,975","1,221","183","15","28","6","40","4","25","5","25,569"
"% OF TOTAL OFFENSES","61.87%","","4.88%","27.28%","4.78%","0.72%","0.06%","0.11%","0.02%","0.16%","0.02%","0.10%","0.02%","100.00%"
