"TOTAL
22,819","","100.00%","","2,468","","100.00%","","25,287","","","100.00%","","",""
"","","Black","","White","","Hispanic","","","Native American","Asian","","Data Unavailable","","TOTAL"
"LOCATION","Black Male","Black Female","White Male","White Female","Hispanic Male","Hispanic Female","Native American Male","Native American Female","Asian Male","Asian Female","Data Unavailable Male","Data Unavailable Female","TOTAL"
"MSP","3,241","","2","1,226","0","36","0","4","0","7","0","0","0","4,516"
"CMCF","1,224","","749","654","665","12","7","2","0","1","3","0","0","3,317"
"SMCI","1,484","","0","763","0","27","0","2","0","4","0","1","0","2,281"
"County Jails (approved)","703","","67","456","82","6","3","2","0","2","0","11","0","1,332"
"County Jails (unapproved)","70","","4","35","12","0","0","0","0","0","0","2","0","123"
"Private Prisons","3,633","","0","1,172","0","22","0","3","0","7","0","3","0","4,840"
"Regional Correctional Facilities","2,213","","0","832","0","18","0","3","0","6","0","1","0","3,073"
"Community Work Centers","1,043","","105","485","98","12","3","4","1","3","0","0","0","1,754"
"Community Trusties","12","","0","4","0","0","0","0","0","0","0","0","0","16"
"Pending File Review","26","","4","9","4","0","0","0","0","0","0","0","0","43"
"Court Order","165","","14","122","40","0","0","1","0","0","0","0","0","342"
"","13,814","","945","5,758","901","133","13","21","1","30","3","18","0","21,637"
"Intensive Supervison Program","569","","168","508","212","12","1","1","0","1","0","8","3","1,483"
"Earned Release Supervision","1,085","","99","434","85","4","1","3","0","0","0","0","0","1,711"
"Medical Release","5","","0","4","0","0","0","0","0","0","0","0","0","9"
"Other Custody","134","","9","118","15","28","0","0","0","3","0","2","1","310"
"At Large","83","","5","30","5","5","0","0","0","1","0","0","0","129"
"Off-Grounds Medical (Hospital)","4","","0","3","1","0","0","0","0","0","0","0","0","8"
"TOTAL","15,694","","1,226","6,855","1,219","182","15","25","1","35","3","28","4","25,287"
"% OF TOTAL OFFENSES","62.06%","","4.85%","27.11%","4.82%","0.72%","0.06%","0.10%","0.00%","0.14%","0.01%","0.11%","0.02%","100.00%"
