"TOTAL
22,164","","100.00%","","2,416","","100.00%","","24,580","","","100.00%","","",""
"BY RACE/SEX AND LOCATION","","","","","","","","","","","","","",""
"","","Black","","White","","Hispanic","","","Native American","Asian","","Data Unavailable","","TOTAL"
"LOCATION","Male","","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female",""
"MSP","3,106","","1","1,157","0","35","0","3","0","8","0","0","0","4,310"
"CMCF","1,064","","725","621","664","15","6","6","1","0","4","0","0","3,106"
"SMCI","1,347","","0","694","0","25","0","5","0","7","0","0","0","2,078"
"County Jails (approved)","623","","69","461","81","7","2","1","1","2","0","13","1","1,261"
"County Jails (unapproved)","27","","2","15","4","0","0","0","0","0","0","1","0","49"
"Private Prisons","3,620","","0","1,109","0","19","0","7","0","9","0","0","0","4,764"
"Regional Correctional Facilities","2,256","","0","761","0","20","0","1","0","5","0","2","0","3,045"
"Community Work Centers","1,011","","115","483","105","4","3","1","0","2","0","1","0","1,725"
"Community Trusties","11","","0","9","0","0","0","0","0","0","0","0","0","20"
"Pending File Review","10","","0","4","2","0","0","0","0","0","0","0","0","16"
"Court Order","168","","9","123","28","1","0","2","0","0","0","1","0","332"
"","13,243","","921","5,437","884","126","11","26","2","33","4","18","1","20,706"
"Intensive Supervison Program","671","","157","585","199","5","2","0","0","2","0","9","1","1,631"
"Earned Release Supervision","1,134","","112","449","87","6","1","1","0","0","0","0","0","1,790"
"Medical Release","5","","0","5","1","0","0","0","0","0","0","0","0","11"
"Other Custody","134","","8","123","14","22","0","0","0","1","0","2","0","304"
"At Large","74","","5","45","4","3","0","0","0","0","0","0","0","131"
"Off-Grounds Medical (Hospital)","4","","1","1","1","0","0","0","0","0","0","0","0","7"
"TOTAL","15,265","","1,204","6,645","1,190","162","14","27","2","36","4","29","2","24,580"
"% OF TOTAL OFFENSES","62.10%","","4.90%","27.03%","4.84%","0.66%","0.06%","0.11%","0.01%","0.15%","0.02%","0.12%","0.01%","100.00%"
