"TOTAL
22,449","","100.00%","","2,341","","100.00%","","24,790","","","100.00%","","",""
"","","Black","","White","","Hispanic","","","Native American","Asian","","Data Unavailable","","TOTAL"
"LOCATION","Black Male","Black Female","White Male","White Female","Hispanic Male","Hispanic Female","Native American Male","Native American Female","Asian Male","Asian Female","Data Unavailable Male","Data Unavailable Female","TOTAL"
"MSP","3,242","","0","1,272","0","39","0","3","0","4","0","1","0","4,561"
"CMCF","1,047","","751","577","613","13","7","3","2","3","5","0","1","3,022"
"SMCI","1,450","","0","693","0","19","0","1","0","8","0","0","0","2,171"
"County Jails (approved)","798","","49","554","100","10","0","3","0","5","0","7","0","1,526"
"County Jails (unapproved)","83","","6","72","22","0","0","0","0","0","1","1","0","185"
"Private Prisons","3,564","","0","1,167","0","17","0","5","0","8","0","0","0","4,761"
"Regional Correctional Facilities","2,011","","0","701","0","17","0","1","0","3","0","0","0","2,733"
"Community Work Centers","1,035","","119","484","91","6","0","1","0","3","0","0","0","1,739"
"Community Trusties","8","","0","9","0","0","0","1","0","0","0","0","0","18"
"Pending File Review","159","","17","103","24","0","0","0","0","0","0","0","0","303"
"","13,397","","942","5,632","850","121","7","18","2","34","6","9","1","21,019"
"Intensive Supervison Program","638","","125","538","179","4","0","3","2","1","1","7","3","1,501"
"Earned Release Supervision","1,227","","121","453","72","4","1","1","0","1","0","0","0","1,880"
"Medical Release","3","","0","1","1","0","0","0","0","0","0","0","0","5"
"Other Custody","120","","7","110","13","17","0","0","0","0","0","0","0","267"
"At Large","63","","4","34","3","3","0","0","0","0","0","0","0","107"
"Off-Grounds Medical (Hospital)","6","","0","4","1","0","0","0","0","0","0","0","0","11"
"TOTAL","15,454","","1,199","6,772","1,119","149","8","22","4","36","7","16","4","24,790"
"% OF TOTAL OFFENSES","62.34%","","4.84%","27.32%","4.51%","0.60%","0.03%","0.09%","0.02%","0.15%","0.03%","0.06%","0.02%","100.00%"
