"TOTAL
22,464","","100.00%","","2,407","","100.00%","","24,871","","","100.00%","","",""
"","","Black","","White","","Hispanic","","","Native American","Asian","","Data Unavailable","","TOTAL"
"LOCATION","Black Male","Black Female","White Male","White Female","Hispanic Male","Hispanic Female","Native American Male","Native American Female","Asian Male","Asian Female","Data Unavailable Male","Data Unavailable Female","TOTAL"
"MSP","3,187","","0","1,231","0","31","0","3","0","7","0","1","0","4,460"
"CMCF","1,138","","735","665","640","16","6","1","1","0","4","1","0","3,207"
"SMCI","1,325","","0","657","0","20","0","4","0","6","0","0","0","2,012"
"County Jails (approved)","738","","60","454","72","5","2","0","0","3","0","9","0","1,343"
"County Jails (unapproved)","48","","7","44","10","1","0","0","0","0","0","2","0","112"
"Private Prisons","3,646","","0","1,148","0","20","0","8","0","8","0","2","0","4,832"
"Regional Correctional Facilities","2,203","","0","804","0","19","0","3","0","5","0","1","0","3,035"
"Community Work Centers","1,058","","111","490","108","13","3","1","1","2","0","0","0","1,787"
"Community Trusties","14","","0","7","0","0","0","0","0","0","0","0","0","21"
"Pending File Review","25","","3","14","4","0","0","0","0","0","0","0","0","46"
"Court Order","145","","8","127","33","0","0","0","0","0","0","0","0","313"
"","13,527","","924","5,641","867","125","11","20","2","31","4","16","0","21,168"
"Intensive Supervison Program","635","","163","537","212","4","1","0","0","1","0","10","2","1,565"
"Earned Release Supervision","1,065","","96","431","90","5","1","2","0","1","0","0","0","1,691"
"Medical Release","5","","0","4","0","0","0","0","0","0","0","0","0","9"
"Other Custody","132","","7","113","14","27","0","0","0","2","0","2","1","298"
"At Large","82","","5","34","5","5","0","0","0","0","0","0","0","131"
"Off-Grounds Medical (Hospital)","5","","1","2","1","0","0","0","0","0","0","0","0","9"
"TOTAL","15,451","","1,196","6,762","1,189","166","13","22","2","35","4","28","3","24,871"
"% OF TOTAL OFFENSES","62.12%","","4.81%","27.19%","4.78%","0.67%","0.05%","0.09%","0.01%","0.14%","0.02%","0.11%","0.01%","100.00%"
