"TOTAL
22,998","","100.00%","","2,494","","100.00%","","25,492","","","100.00%","","",""
"","","Black","","White","","Hispanic","","","Native American","Asian","","Data Unavailable","","TOTAL"
"LOCATION","Black Male","Black Female","White Male","White Female","Hispanic Male","Hispanic Female","Native American Male","Native American Female","Asian Male","Asian Female","Data Unavailable Male","Data Unavailable Female","TOTAL"
"MSP","3,286","","2","1,170","0","32","0","5","0","5","0","0","0","4,500"
"CMCF","1,229","","781","682","661","10","5","2","5","3","4","1","0","3,383"
"SMCI","1,620","","0","818","0","28","0","3","0","6","0","0","0","2,475"
"County Jails (approved)","704","","65","507","81","15","5","1","0","1","0","10","1","1,390"
"County Jails (unapproved)","88","","5","19","8","1","0","2","0","0","0","0","0","123"
"Private Prisons","3,653","","0","1,174","0","22","0","5","0","8","0","3","0","4,865"
"Regional Correctional Facilities","2,194","","0","843","0","15","0","1","0","5","0","1","0","3,059"
"Community Work Centers","1,030","","113","501","108","8","0","4","0","3","0","0","0","1,767"
"Community Trusties","12","","0","4","0","0","0","0","0","0","0","0","0","16"
"Pending File Review","35","","7","16","8","0","0","0","0","0","0","0","0","66"
"Court Order","161","","10","106","37","1","0","1","0","0","0","1","0","317"
"","14,012","","983","5,840","903","132","10","24","5","31","4","16","1","21,961"
"Intensive Supervison Program","532","","149","509","219","10","1","1","1","2","0","3","3","1,430"
"Earned Release Supervision","1,073","","103","425","75","6","2","4","0","1","0","0","0","1,689"
"Medical Release","4","","0","4","0","0","0","0","0","0","0","0","0","8"
"Other Custody","117","","8","117","13","35","2","0","0","3","0","3","1","299"
"At Large","60","","4","20","3","5","0","0","0","1","0","0","0","93"
"Off-Grounds Medical (Hospital)","6","","3","2","1","0","0","0","0","0","0","0","0","12"
"TOTAL","15,804","","1,250","6,917","1,214","188","15","29","6","38","4","22","5","25,492"
"% OF TOTAL OFFENSES","62.00%","","4.90%","27.13%","4.76%","0.74%","0.06%","0.11%","0.02%","0.15%","0.02%","0.09%","0.02%","100.00%"
