"STATUS","NO. OF OFFENDERS","% OF TOTAL OFFENDERS","","",""
"Probation","11,018","56.01%","","",""
"Compact Probation","1,124","5.71%","","",""
"Nonadjudicated","1,912","9.72%","","",""
"Post Release","1,742","8.85%","","",""
"","15,796","80.29%","Probation Total","",""
"Parole","1,196","6.08%","","",""
"Compact Parole","434","2.21%","","",""
"Suspension","8","0.04%","","",""
"","1,638","8.33%","Parole Total","",""
"Intensive Supervision Program - Court","892","4.53%","","",""
"Intensive Supervision Program - Prison","333","1.69%","","",""
"Earned Release Supervision","1,013","5.15%","","",""
"Medical Release","1","0.01%","","",""
"","2,239","11.38%","Community Inmate Total","",""
"TOTAL","19,673","100.00%","","",""
"PROBATION STATISTICS","","","","",""
"BY RACE AND SEX","","","","",""
"","% OF","","% OF","",""
"","TOTAL MALE","","TOTAL FEMALE","NO. OF","% OF TOTAL"
"RACE
MALE","POPULATION","FEMALE","POPULATION","OFFENDERS","OFFENDERS"
"Black
7,408","59.95%","1,915","55.68%","9,323","59.02%"
"White
4,740","38.36%","1,496","43.50%","6,236","39.48%"
"Hispanic
46","0.37%","12","0.35%","58","0.37%"
"Native American
31","0.25%","5","0.15%","36","0.23%"
"Asian
38","0.31%","11","0.32%","49","0.31%"
"Data Unavailable
94","0.76%","0","0.00%","94","0.60%"
"TOTAL
12,357","100.00%","3,439","100.00%","15,796","100.00%"
"BY OFFENSE","","","","",""
"NO. OF","% of TOTAL","","","",""
"OFFENSE
OFFENDERS","OFFENDERS","","","",""
"Violent
1,992","12.61%","","","",""
"Property
9,100","57.61%","","","",""
"Drug
4,704","29.78%","","","",""
"TOTAL
15,796","100.00%","","","",""
"PAROLE STATISTICS","","","","",""
"BY RACE AND SEX","","","","",""
"","% OF","","% OF","",""
"","TOTAL MALE","","TOTAL FEMALE","NO. OF","% OF TOTAL"
"RACE
MALE","POPULATION","FEMALE","POPULATION","OFFENDERS","OFFENDERS"
"Black
1,087","73.35%","95","60.90%","1,182","72.16%"
"White
384","25.91%","61","39.10%","445","27.17%"
"Hispanic
10","0.67%","","0.00%","10","0.61%"
"Native American
1","0.07%","0 0 0","0.00%","","0.06%"
"Asian
0","0.00%","","0.00%","01","0.00%"
"TOTAL
1,482","100.00%","156","100.00%","1,638","100.00%"
"BY OFFENSE","","","","",""
"NO. OF","% of TOTAL","","","",""
"OFFENSE
OFFENDERS","OFFENDERS","","","",""
"Violent
708","43.22%","","","",""
"Property
416","25.40%","","","",""
"Drug
514","31.38%","","","",""
"TOTAL
1,638","100.00%","","","",""
