"COUNTY","OFFENDERS","PERCENT"
"Adams","1","0.20%"
"Alcorn","3","0.61%"
"Amite","0","0.00%"
"Attala","7","1.42%"
"Benton","1","0.20%"
"Bolivar","4","0.81%"
"Calhoun","4","0.81%"
"Carroll","1","0.20%"
"Chickasaw","3","0.61%"
"Choctaw","1","0.20%"
"Claiborne","1","0.20%"
"Clarke","5","1.01%"
"Clay","4","0.81%"
"Coahoma","2","0.40%"
"Copiah","6","1.21%"
"Covington","2","0.40%"
"Desoto","11","2.23%"
"Forrest","18","3.64%"
"Franklin","0","0.00%"
"George","4","0.81%"
"Greene","6","1.21%"
"Grenada","10","2.02%"
"Hancock","5","1.01%"
"Harrison","61","12.35%"
"Hinds","31","6.28%"
"Holmes","3","0.61%"
"Humphreys","2","0.40%"
"Issaquena","2","0.40%"
"Itawamba","0","0.00%"
"Jackson","11","2.23%"
"Jasper","1","0.20%"
"Jefferson","0","0.00%"
"Jefferson Davis","0","0.00%"
"Jones","10","2.02%"
"Kemper","2","0.40%"
"Lafayette","7","1.42%"
"Lamar","4","0.81%"
"Lauderdale","21","4.25%"
"Lawrence","3","0.61%"
"Leake","4","0.81%"
"Lee","5","1.01%"
"Leflore","2","0.40%"
"Lincoln","3","0.61%"
"Lowndes","19","3.85%"
"Madison","11","2.23%"
"Marion","8","1.62%"
"Marshall","8","1.62%"
"Monroe","8","1.62%"
"Montgomery","2","0.40%"
"Neshoba","7","1.42%"
"Newton","3","0.61%"
"Noxubee","2","0.40%"
"Oktibbeha","7","1.42%"
"Panola","5","1.01%"
"Pearl River","7","1.42%"
"Perry","2","0.40%"
"Pike","16","3.24%"
"Pontotoc","11","2.23%"
"Prentiss","11","2.23%"
"Quitman","1","0.20%"
"Rankin","24","4.86%"
"Scott","6","1.21%"
"Sharkey","0","0.00%"
"Simpson","1","0.20%"
"Smith","3","0.61%"
"Stone","6","1.21%"
"Sunflower","3","0.61%"
"Tallahatchie","2","0.40%"
"Tate","5","1.01%"
"Tippah","2","0.40%"
"Tishomingo","3","0.61%"
"Tunica","5","1.01%"
"Union","4","0.81%"
"Walthall","1","0.20%"
"Warren","3","0.61%"
"Washington","5","1.01%"
"Wayne","4","0.81%"
"Webster","1","0.20%"
"Wilkinson","0","0.00%"
"Winston","3","0.61%"
"Yalobusha","2","0.40%"
"Yazoo","5","1.01%"
"Verification Pending","7","1.42%"
"TOTAL","494","100.00%"
