"INMATE STATISTICS (continued)","","","","","","","","","","","","","","","","",""
"","","% OF","","","","","","","% OF","","","","","","","","% OF"
"","","TOTAL MALE","","","","","","","TOTAL FEMALE","","","","NO. OF","","","","TOTAL"
"RACE
MALE","","POPULATION","","","","FEMALE","","","POPULATION","","","","OFFENDERS","","","","OFFENDERS"
"Black
12,918","","66.06%","","","","703","","","41.26%","","","","13,621","","","","64.07%"
"White
6,364","","32.55%","","","","977","","","57.34%","","","","7,341","","","","34.53%"
"Hispanic
188","",".96%","","","","17","","","1.00%","","","","205","","","",".96%"
"Native American
30","",".15%","","","","","","",".29%","","","","35","","","",".16%"
"Asian
45","",".23%","","","","","","",".06%","","","","46","","","",".22%"
"Data Unavailable
9","",".05%","","","","1","","",".06%","","","","10","","","",".05%"
"TOTAL
19,554","","100.00%","","","","1,704","","","100.00%","","","","21,258","","","","100.00%"
