"INMATE STATISTICS (continued)","","","","","","","","","","","","","","","","",""
"","","% OF","","","","","","","% OF","","","","","","","","% OF"
"","","TOTAL MALE","","","","","","","TOTAL FEMALE","","","","NO. OF","","","","TOTAL"
"RACE
MALE","","POPULATION","","","","FEMALE","","","POPULATION","","","","OFFENDERS","","","","OFFENDERS"
"Black
12,936","","67.45%","","","","745","","","42.07%","","","","13,681","","","","65.30%"
"White
5,965","","31.10%","","","","995","","","56.18%","","","","6,960","","","","33.22%"
"Hispanic
196","","1.02%","","","","17","","",".96%","","","","213","","","","1.02%"
"Native American
24","",".13%","","","","","","",".23%","","","","28","","","",".13%"
"Asian
47","",".25%","","","","","","",".17%","","","","50","","","",".24%"
"Data Unavailable
12","",".06%","","","","7","","",".40%","","","","19","","","",".09%"
"TOTAL
19,180","","100.00%","","","","1,771","","","100.00%","","","","20,951","","","","100.00%"
