"INMATE STATISTICS (continued)","","","","","","","","","","","","","","","","",""
"","","% OF","","","","","","","% OF","","","","","","","","% OF"
"","","TOTAL MALE","","","","","","","TOTAL FEMALE","","","","NO. OF","","","","TOTAL"
"RACE
MALE","","POPULATION","","","","FEMALE","","","POPULATION","","","","OFFENDERS","","","","OFFENDERS"
"Black
15,907","","67.20%","","","","991","","","42.96%","","","","16,898","","","","65.04%"
"White
7,460","","31.52%","","","","1,289","","","55.87%","","","","8,749","","","","33.68%"
"Hispanic
216","",".91%","","","","18","","",".78%","","","","234","","","",".90%"
"Native American
37","",".16%","","","","","","",".26%","","","","43","","","",".17%"
"Asian
45","",".19%","","","","","","",".04%","","","","46","","","",".18%"
"Data Unavailable
5","",".02%","","","","2","","",".09%","","","","10","","","",".04%"
"TOTAL
23,670","","100.00%","","","","2,307","","","100.00%","","","","25,980","","","","100.00%"
