"Community Corrections","",""
"Administrative, Support, Field Staff","274","227"
"Alcorn County Community Work Center","15","15"
"Bolivar County Community Work Center","15","12"
"Forrest County Community Work Center","15","13"
"George County Community Work Center","15","13"
"Harrison County Community Work Center","15","13"
"Jackson County Community Work Center","15","13"
"Jefferson County Community Work Center","15","13"
"Leflore County Community Work Center","15","13"
"Madison County Community Work Center","15","13"
"Noxubee County Community Work Center","15","14"
"Pike County Community Work Center","16","13"
"Quitman County Community Work Center","15","13"
"Simpson County Community Work Center","15","12"
"Washington County Community Work Center","15","13"
"Wilkinson County Community Work Center","15","13"
"Yazoo County Community Work Center","15","13"
"Flowood Community Work Center/Restitution","33","31"
"Leflore County Restitution","17","14"
"Hinds County Restitution","18","11"
"Pascagoula Restitution","17","13"
"TOTAL  COMMUNITY CORRECTIONS","600","505"
