"Location","Capacity","1-Jul-19","","2-Jul-19","3-Jul-19","4-Jul-19","5-Jul-19","6-Jul-19","7-Jul-19","8-Jul-19","9-Jul-19","10-Jul-19","11-Jul-19","12-Jul-19","13-Jul-19","14-Jul-19","15-Jul-19","16-Jul-19","17-Jul-19"
"Mississippi State Penitentiary","3,560","3,224","3,227","3,241","3,241","3,240","3,239","3,236","3,233","3,230","3,226","3,225","3,223","3,222","3,221","3,215","3,195","3,199"
"Central Mississippi Correctional Facility","4,131","3,784","3,767","3,745","3,743","3,741","3,743","3,740","3,740","3,727","3,759","3,763","3,810","3,821","3,812","3,761","3,777","3,767"
"Youthful Offender Unit","58","28","28","28","28","28","28","28","28","27","27","26","26","26","26","26","26","26"
"CMCF TVC","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"South Mississippi Correctional Institution","3,082","2,660","2,661","2,659","2,658","2,656","2,657","2,654","2,656","2,653","2,657","2,652","2,701","2,698","2,698","2,648","2,643","2,646"
"County Jails","1,793","1,320","1,313","1,310","1,310","1,310","1,310","1,310","1,310","1,328","1,307","1,285","1,276","1,276","1,278","1,286","1,255","1,268"
"COMMUNITY WORK CENTERS","1,372","1,054","1,057","1,087","1,082","1,079","1,077","1,076","1,063","1,055","1,056","1,053","989","985","982","1,040","997","1,057"
"Alcorn Satellite Facility","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","83"
"Bolivar Satellite Facility","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","321"
"Delta Satellite Facility","124","81","81","86","86","86","86","86","85","85","85","85","82","82","82","85","84","89"
"Delta TVC","324","310","312","320","316","315","314","312","304","301","308","304","304","302","300","313","311","0"
"Forrest Satellite Facility","96","91","90","90","90","90","90","90","90","90","90","90","86","86","86","86","89","0"
"George Satellite Facility","102","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Harrison Satellite Facility","102","51","51","51","51","51","51","51","51","50","49","49","0","0","0","49","0","0"
"Jackson Satellite Facility","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jefferson Satellite Facility","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Leflore TVC","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","77"
"Leflore TVC Support","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","49"
"Madison Satellite Facility","62","78","77","77","77","77","77","77","77","77","77","78","76","76","76","72","77","77"
"Noxubee Satellite Facility","58","52","52","52","52","51","51","52","51","51","51","49","46","46","46","46","49","69"
"Pike Satellite Facility","93","79","79","78","78","78","78","78","78","78","77","77","77","77","77","77","77","144"
"Quitman Satellite Facility","93","74","74","74","74","74","74","74","74","74","72","72","72","72","72","72","71","13"
"Rankin Satellite Facility","178","148","150","150","150","150","150","150","149","147","147","147","147","147","147","144","144","25"
"Rankin RID","28","11","13","13","13","13","13","13","13","13","13","13","13","13","13","13","13","0"
"Flowood TVC","50","22","22","40","39","38","37","37","36","35","33","33","31","29","28","27","26","0"
"Simpson TVC","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Simpson TVC Support","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","55"
"Washington Satellite Facility","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Wilkinson Satellite Facility","62","57","56","56","56","56","56","56","55","54","54","56","55","55","55","56","56","55"
"Yazoo Satellite Facility","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"REGIONAL CORRECTIONAL FACILITIES","4,579","4,304","4,310","4,297","4,297","4,294","4,294","4,298","4,291","4,283","0","4,290","4,275","4,274","4,272","4,288","4,292","4,296"
"Alcorn County","300","299","298","298","298","298","298","297","296","296","294","292","292","292","292","292","293","300"
"Bolivar County","369","292","291","291","291","291","291","291","290","290","290","290","290","290","290","288","294","293"
"Carroll County","280","273","271","275","275","275","275","275","275","274","274","273","273","273","272","279","278","278"
"Chickasaw County","310","310","310","310","310","310","310","310","310","310","309","308","306","306","306","310","310","309"
"George County","342","336","331","319","319","319","319","324","324","324","324","323","316","315","315","321","323","326"
"Holmes County","280","278","278","282","282","282","282","282","282","281","281","281","280","280","280","279","278","278"
"Issaquena County","297","316","326","326","326","324","324","324","322","321","320","317","316","316","316","314","313","316"
"Jefferson County","280","278","278","278","278","278","278","278","278","277","277","280","279","279","279","279","280","280"
"Kemper County","355","349","349","349","349","349","349","349","347","346","344","350","348","348","348","348","350","348"
"Leake County","280","279","280","279","279","278","278","278","278","277","277","280","281","281","280","277","277","277"
"Marion County","280","278","277","277","277","277","277","277","277","276","280","280","280","280","280","280","279","278"
"Stone County","326","279","279","279","279","279","279","279","278","277","276","279","279","279","279","280","279","280"
"Washington County","300","166","166","163","163","163","163","163","163","163","162","162","162","162","162","162","160","159"
"Winston County","280","273","279","274","274","274","274","274","274","274","274","279","277","277","277","280","279","274"
"Yazoo County","300","298","297","297","297","297","297","297","297","297","295","296","296","296","296","299","299","300"
"PRIVATE PRISONS","5,472","3,156","3,153","3,169","3,169","3,169","3,169","3,169","3,170","3,164","3,159","3,160","3,152","3,152","3,152","3,168","3,171","3,168"
"Delta","472","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"East Mississippi","1,500","1,250","1,248","1,263","1,263","1,263","1,263","1,263","1,262","1,256","1,254","1,255","1,248","1,248","1,248","1,251","1,249","1,247"
"Marshall County","1,000","998","998","1,000","1,000","1,000","1,000","1,000","1,000","1,000","998","997","996","996","996","996","1,000","999"
"Walnut Grove","1,500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Wilkinson County","1,000","908","907","906","906","906","906","906","908","908","907","908","908","908","908","921","922","922"
"RESTITUTION CENTERS","10","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","8"
"Greenwood","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hinds","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6"
"Pascagoula","4","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","2"
"TRANSITIONAL HOUSING","122","29","29","27","27","27","27","27","28","28","0","32","33","33","33","32","33","32"
"Madison","40","1","1","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1"
"Noxubee","34","25","25","24","24","24","24","24","24","24","24","28","28","28","28","28","28","28"
"Rankin/Flowood","8","2","2","2","2","2","2","2","2","2","2","2","3","3","3","2","2","2"
"Washington","42","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Wilkinson","40","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","1"
